ts_utc;kind;side;price_hint;range_id;message_id;confidence;signal_number
2025-03-14T08:55:41Z;range_close;;;2025-03-14-msg4030;4038;0.95;
2025-03-14T09:43:08Z;range_open;SELL;;2025-03-14-msg4041;4041;0.9;2999
2025-03-14T10:31:55Z;range_close;;;2025-03-14-msg4041;4045;0.95;
2025-03-14T13:06:16Z;range_open;SELL;;2025-03-14-msg4047;4047;0.9;2993
2025-03-14T13:35:20Z;range_close;;;2025-03-14-msg4047;4064;0.95;
2025-03-17T09:48:29Z;range_open;SELL;;2025-03-17-msg4068;4068;0.9;2996
2025-03-17T12:16:04Z;range_close;;;2025-03-17-msg4068;4083;0.95;
2025-03-17T12:28:23Z;range_open;SELL;;2025-03-17-msg4085;4085;0.9;2994
2025-03-17T12:49:59Z;range_close;;;2025-03-17-msg4085;4093;0.95;
2025-03-17T14:58:54Z;range_open;SELL;;2025-03-17-msg4095;4095;0.9;2998
2025-03-17T15:37:13Z;range_close;;;2025-03-17-msg4095;4103;0.95;
2025-03-18T08:12:05Z;range_open;SELL;;2025-03-18-msg4108;4108;0.9;3019
2025-03-18T09:32:49Z;range_close;;;2025-03-18-msg4108;4111;0.95;
2025-03-18T11:37:12Z;range_open;SELL;;2025-03-18-msg4113;4113;0.9;3027
2025-03-18T11:47:52Z;range_close;;;2025-03-18-msg4113;4116;0.95;
2025-03-18T11:51:02Z;range_open;SELL;;2025-03-18-msg4118;4118;0.9;3026
2025-03-18T12:24:13Z;range_close;;;2025-03-18-msg4118;4122;0.95;
2025-03-18T16:31:06Z;range_open;SELL;;2025-03-18-msg4124;4124;0.9;3036
2025-03-18T16:48:44Z;range_close;;;2025-03-18-msg4124;4129;0.95;
2025-03-19T08:06:05Z;range_open;BUY;;2025-03-19-msg4133;4133;0.9;3036
2025-03-19T09:55:28Z;range_close;;;2025-03-19-msg4133;4136;0.95;
2025-03-19T10:20:21Z;range_open;SELL;;2025-03-19-msg4138;4138;0.9;3033
2025-03-19T13:14:04Z;range_close;;;2025-03-19-msg4138;4143;0.95;
2025-03-19T13:59:20Z;range_open;SELL;;2025-03-19-msg4158;4158;0.9;3033
2025-03-19T14:06:53Z;range_close;;;2025-03-19-msg4158;4170;0.95;
2025-03-19T14:08:11Z;range_open;BUY;;2025-03-19-msg4172;4172;0.9;3027
2025-03-19T14:32:07Z;range_close;;;2025-03-19-msg4172;4183;0.95;
2025-03-19T16:07:34Z;range_open;SELL;;2025-03-19-msg4185;4185;0.9;3035
2025-03-19T16:41:53Z;range_close;;;2025-03-19-msg4185;4189;0.95;
2025-03-20T08:28:26Z;range_open;BUY;;2025-03-20-msg4195;4195;0.9;3039
2025-03-20T08:43:22Z;range_close;;;2025-03-20-msg4195;4201;0.95;
2025-03-20T10:09:35Z;range_open;BUY;;2025-03-20-msg4203;4203;0.9;3035
2025-03-20T10:58:48Z;range_close;;;2025-03-20-msg4203;4208;0.95;
2025-03-20T11:01:21Z;range_open;SELL;;2025-03-20-msg4210;4210;0.9;3033
2025-03-20T11:20:32Z;range_close;;;2025-03-20-msg4210;4216;0.95;
2025-03-20T15:02:10Z;range_open;SELL;;2025-03-20-msg4218;4218;0.9;3038
2025-03-20T15:26:14Z;range_close;;;2025-03-20-msg4218;4223;0.95;
2025-03-20T16:43:39Z;range_open;BUY;;2025-03-20-msg4226;4226;0.9;3035
2025-03-20T16:57:31Z;range_close;;;2025-03-20-msg4226;4232;0.95;
2025-03-21T08:52:03Z;range_open;SELL;;2025-03-21-msg4238;4238;0.9;3033
2025-03-21T10:06:17Z;range_close;;;2025-03-21-msg4238;4248;0.95;
2025-03-21T10:11:52Z;range_open;SELL;;2025-03-21-msg4250;4250;0.9;3033
2025-03-21T11:11:19Z;range_close;;;2025-03-21-msg4250;4259;0.95;
2025-03-21T11:39:39Z;range_open;SELL;;2025-03-21-msg4261;4261;0.9;3033
2025-03-21T12:31:10Z;range_close;;;2025-03-21-msg4261;4265;0.95;
2025-03-21T14:01:25Z;range_open;BUY;;2025-03-21-msg4267;4267;0.9;3004
2025-03-21T14:12:06Z;range_close;;;2025-03-21-msg4267;4271;0.95;
2025-03-24T08:44:09Z;range_open;SELL;;2025-03-24-msg4279;4279;0.9;3027
2025-03-24T09:53:27Z;range_close;;;2025-03-24-msg4279;4293;0.95;
2025-03-24T10:05:40Z;range_open;BUY;;2025-03-24-msg4295;4295;0.9;3025
2025-03-24T10:31:29Z;range_close;;;2025-03-24-msg4295;4307;0.95;
2025-03-24T12:57:08Z;range_open;BUY;;2025-03-24-msg4309;4309;0.9;3022
2025-03-24T13:22:48Z;range_close;;;2025-03-24-msg4309;4323;0.95;
2025-03-24T14:41:31Z;range_open;BUY;;2025-03-24-msg4327;4327;0.9;3009
2025-03-24T15:00:56Z;range_close;;;2025-03-24-msg4327;4337;0.95;
2025-03-24T15:06:39Z;range_open;BUY;;2025-03-24-msg4339;4339;0.9;3006
2025-03-24T15:21:30Z;range_close;;;2025-03-24-msg4339;4355;0.95;
2025-03-25T08:00:19Z;range_open;BUY;;2025-03-25-msg4362;4362;0.9;3011
2025-03-25T08:29:05Z;range_close;;;2025-03-25-msg4362;4377;0.95;
2025-03-25T08:35:29Z;range_open;SELL;;2025-03-25-msg4378;4378;0.9;3020
2025-03-25T11:56:24Z;range_close;;;2025-03-25-msg4378;4387;0.95;
2025-03-25T13:12:29Z;range_open;SELL;;2025-03-25-msg4389;4389;0.9;3024
2025-03-25T13:30:26Z;range_close;;;2025-03-25-msg4389;4397;0.95;
2025-03-25T13:41:27Z;range_open;SELL;;2025-03-25-msg4399;4399;0.9;3030
2025-03-25T13:48:27Z;range_close;;;2025-03-25-msg4399;4408;0.95;
2025-03-25T14:03:24Z;range_open;SELL;;2025-03-25-msg4411;4411;0.9;3031
2025-03-25T14:41:09Z;range_close;;;2025-03-25-msg4411;4425;0.95;
2025-03-25T15:15:33Z;range_open;BUY;;2025-03-25-msg4427;4427;0.9;3022
2025-03-25T15:32:49Z;range_close;;;2025-03-25-msg4427;4432;0.95;
2025-03-25T15:56:35Z;range_open;BUY;;2025-03-25-msg4434;4434;0.9;3021
2025-03-25T16:02:48Z;range_close;;;2025-03-25-msg4434;4436;0.95;
2025-03-26T08:02:21Z;range_open;SELL;;2025-03-26-msg4442;4442;0.9;3031
2025-03-26T09:20:42Z;range_close;;;2025-03-26-msg4442;4456;0.95;
2025-03-26T09:36:48Z;range_open;BUY;;2025-03-26-msg4458;4458;0.9;3018
2025-03-26T10:30:59Z;range_close;;;2025-03-26-msg4458;4470;0.95;
2025-03-26T12:08:40Z;range_open;SELL;;2025-03-26-msg4472;4472;0.9;3027
2025-03-26T13:26:19Z;range_close;;;2025-03-26-msg4472;4488;0.95;
2025-03-26T13:52:22Z;range_open;BUY;;2025-03-26-msg4490;4490;0.9;3018
2025-03-26T14:37:29Z;range_close;;;2025-03-26-msg4490;4496;0.95;
2025-03-27T08:16:38Z;range_open;SELL;;2025-03-27-msg4503;4503;0.9;3037
2025-03-27T08:49:06Z;range_close;;;2025-03-27-msg4503;4509;0.95;
2025-03-27T09:50:00Z;range_open;BUY;;2025-03-27-msg4511;4511;0.9;3037
2025-03-27T10:06:01Z;range_close;;;2025-03-27-msg4511;4520;0.95;
2025-03-27T10:06:21Z;range_open;SELL;;2025-03-27-msg4522;4522;0.9;3043
2025-03-27T13:11:01Z;range_close;;;2025-03-27-msg4522;4525;0.95;
2025-03-27T13:41:14Z;range_open;BUY;;2025-03-27-msg4527;4527;0.9;3035
2025-03-27T13:46:56Z;range_close;;;2025-03-27-msg4527;4533;0.95;
2025-03-28T08:32:40Z;range_open;BUY;;2025-03-28-msg4539;4539;0.9;3068
2025-03-28T09:09:50Z;range_close;;;2025-03-28-msg4539;4545;0.95;
2025-03-28T11:22:37Z;range_open;SELL;;2025-03-28-msg4547;4547;0.9;3077
2025-03-28T12:04:00Z;range_close;;;2025-03-28-msg4547;4553;0.95;
2025-03-28T13:58:22Z;range_open;SELL;;2025-03-28-msg4555;4555;0.9;3083
2025-03-28T14:10:32Z;range_close;;;2025-03-28-msg4555;4561;0.95;
2025-03-31T08:06:45Z;range_open;SELL;;2025-03-31-msg4567;4567;0.9;3125
2025-03-31T08:55:13Z;range_close;;;2025-03-31-msg4567;4579;0.95;
2025-03-31T09:44:08Z;range_open;BUY;;2025-03-31-msg4581;4581;0.9;3115
2025-03-31T10:34:29Z;range_close;;;2025-03-31-msg4581;4601;0.95;
2025-04-01T10:22:31Z;range_open;SELL;;2025-04-01-msg4652;4652;0.9;3137
2025-04-01T10:37:56Z;range_close;;;2025-04-01-msg4652;4662;0.95;
2025-04-01T12:02:50Z;range_open;BUY;;2025-04-01-msg4664;4664;0.9;3128
2025-04-01T12:13:34Z;range_close;;;2025-04-01-msg4664;4674;0.95;
2025-04-01T12:25:32Z;range_open;SELL;;2025-04-01-msg4676;4676;0.9;3134
2025-04-01T12:36:15Z;range_close;;;2025-04-01-msg4676;4684;0.95;
2025-04-01T13:09:02Z;range_open;SELL;;2025-04-01-msg4686;4686;0.9;3136
2025-04-01T13:24:41Z;range_close;;;2025-04-01-msg4686;4698;0.95;
2025-04-02T07:45:31Z;range_open;SELL;;2025-04-02-msg4706;4706;0.9;3120
2025-04-02T10:41:02Z;range_close;;;2025-04-02-msg4706;4709;0.95;
2025-04-02T10:54:31Z;range_open;BUY;;2025-04-02-msg4713;4713;0.9;3112
2025-04-02T11:11:38Z;range_close;;;2025-04-02-msg4713;4725;0.95;
2025-04-02T13:50:31Z;range_open;BUY;;2025-04-02-msg4726;4726;0.9;3119
2025-04-02T13:59:00Z;range_close;;;2025-04-02-msg4726;4743;0.95;
2025-04-03T07:18:25Z;range_open;BUY;;2025-04-03-msg4752;4752;0.9;3122
2025-04-03T07:31:14Z;range_close;;;2025-04-03-msg4752;4758;0.95;
2025-04-03T08:46:35Z;range_open;BUY;;2025-04-03-msg4760;4760;0.9;3127
2025-04-03T09:35:26Z;range_close;;;2025-04-03-msg4760;4772;0.95;
2025-04-03T10:32:02Z;range_open;BUY;;2025-04-03-msg4774;4774;0.9;3104
2025-04-03T10:46:47Z;range_close;;;2025-04-03-msg4774;4786;0.95;
2025-04-03T11:02:19Z;range_open;BUY;;2025-04-03-msg4788;4788;0.9;3090
2025-04-03T11:06:29Z;range_close;;;2025-04-03-msg4788;4797;0.95;
2025-04-03T12:26:00Z;range_open;BUY;;2025-04-03-msg4799;4799;0.9;3078
2025-04-03T12:53:36Z;range_close;;;2025-04-03-msg4799;4805;0.95;
2025-04-03T13:43:33Z;range_open;SELL;;2025-04-03-msg4808;4808;0.9;3087
2025-04-03T13:49:14Z;range_close;;;2025-04-03-msg4808;4812;0.95;
2025-04-03T13:51:29Z;range_open;SELL;;2025-04-03-msg4814;4814;0.9;3091
2025-04-03T13:59:01Z;range_close;;;2025-04-03-msg4814;4824;0.95;
2025-04-03T14:05:39Z;range_open;SELL;;2025-04-03-msg4826;4826;0.9;3097
2025-04-03T15:56:27Z;range_close;;;2025-04-03-msg4826;4829;0.95;
2025-04-04T07:09:26Z;range_open;SELL;;2025-04-04-msg4835;4835;0.9;3100
2025-04-04T07:26:28Z;range_close;;;2025-04-04-msg4835;4845;0.95;
2025-04-04T10:02:18Z;range_open;SELL;;2025-04-04-msg4847;4847;0.9;3092
2025-04-04T11:45:42Z;range_close;;;2025-04-04-msg4847;4852;0.95;
2025-04-04T14:05:43Z;range_open;BUY;;2025-04-04-msg4860;4860;0.9;3053
2025-04-04T14:25:29Z;range_close;;;2025-04-04-msg4860;4869;0.95;
2025-04-04T14:37:48Z;range_open;BUY;;2025-04-04-msg4872;4872;0.9;3042
2025-04-04T14:41:28Z;range_close;;;2025-04-04-msg4872;4877;0.95;
2025-04-04T14:45:46Z;range_open;BUY;;2025-04-04-msg4879;4879;0.9;3037
2025-04-04T15:00:45Z;range_close;;;2025-04-04-msg4879;4890;0.95;
2025-04-04T15:10:32Z;range_open;BUY;;2025-04-04-msg4891;4891;0.9;3033
2025-04-04T15:13:24Z;range_close;;;2025-04-04-msg4891;4895;0.95;
2025-04-04T15:34:15Z;range_open;BUY;;2025-04-04-msg4897;4897;0.9;3026
2025-04-04T15:42:00Z;range_close;;;2025-04-04-msg4897;4900;0.95;
2025-04-04T15:44:43Z;range_open;BUY;;2025-04-04-msg4902;4902;0.9;3017
2025-04-04T15:45:31Z;range_close;;;2025-04-04-msg4902;4905;0.95;
2025-04-07T07:52:31Z;range_open;SELL;;2025-04-07-msg4917;4917;0.9;3024
2025-04-07T07:57:51Z;range_close;;;2025-04-07-msg4917;4921;0.95;
2025-04-07T10:08:47Z;range_open;SELL;;2025-04-07-msg4924;4924;0.9;3029
2025-04-07T10:14:10Z;range_close;;;2025-04-07-msg4924;4934;0.95;
2025-04-07T10:36:27Z;range_open;SELL;;2025-04-07-msg4936;4936;0.9;3036
2025-04-07T10:47:23Z;range_close;;;2025-04-07-msg4936;4942;0.95;
2025-04-07T11:05:38Z;range_open;SELL;;2025-04-07-msg4944;4944;0.9;3035
2025-04-07T11:48:10Z;range_close;;;2025-04-07-msg4944;4948;0.95;
2025-04-07T12:01:42Z;range_open;BUY;;2025-04-07-msg4950;4950;0.9;3028
2025-04-07T12:17:32Z;range_close;;;2025-04-07-msg4950;4962;0.95;
2025-04-07T13:34:32Z;range_open;BUY;;2025-04-07-msg4965;4965;0.9;3016
2025-04-07T13:58:05Z;range_close;;;2025-04-07-msg4965;4969;0.95;
2025-04-07T14:28:51Z;range_open;BUY;;2025-04-07-msg4971;4971;0.9;3006
2025-04-07T14:34:43Z;range_close;;;2025-04-07-msg4971;4981;0.95;
2025-04-07T14:40:13Z;range_open;BUY;;2025-04-07-msg4983;4983;0.9;2997
2025-04-07T14:49:47Z;range_close;;;2025-04-07-msg4983;5001;0.95;
2025-04-07T15:12:12Z;range_open;BUY;;2025-04-07-msg5003;5003;0.9;2987
2025-04-07T15:19:50Z;range_close;;;2025-04-07-msg5003;5023;0.95;
2025-04-07T15:33:37Z;range_open;BUY;;2025-04-07-msg5024;5024;0.9;2984
2025-04-07T15:43:08Z;range_close;;;2025-04-07-msg5024;5036;0.95;
2025-04-08T07:45:33Z;range_open;BUY;;2025-04-08-msg5043;5043;0.9;3004
2025-04-08T07:50:50Z;range_close;;;2025-04-08-msg5043;5049;0.95;
2025-04-08T08:04:23Z;range_open;BUY;;2025-04-08-msg5051;5051;0.9;3001
2025-04-08T08:20:11Z;range_close;;;2025-04-08-msg5051;5065;0.95;
2025-04-08T09:17:51Z;range_open;BUY;;2025-04-08-msg5067;5067;0.9;3001
2025-04-08T09:33:29Z;range_close;;;2025-04-08-msg5067;5073;0.95;
2025-04-08T10:27:08Z;range_open;SELL;;2025-04-08-msg5075;5075;0.9;3008
2025-04-08T10:39:09Z;range_close;;;2025-04-08-msg5075;5082;0.95;
2025-04-08T11:00:59Z;range_open;SELL;;2025-04-08-msg5084;5084;0.9;3011
2025-04-08T11:14:08Z;range_close;;;2025-04-08-msg5084;5093;0.95;
2025-04-08T11:20:57Z;range_open;SELL;;2025-04-08-msg5095;5095;0.9;3013
2025-04-08T11:35:07Z;range_close;;;2025-04-08-msg5095;5104;0.95;
2025-04-08T11:47:28Z;range_open;SELL;;2025-04-08-msg5105;5105;0.9;3012
2025-04-08T12:18:29Z;range_close;;;2025-04-08-msg5105;5110;0.95;
2025-04-08T12:21:48Z;range_open;BUY;;2025-04-08-msg5112;5112;0.9;3009
2025-04-08T12:30:25Z;range_close;;;2025-04-08-msg5112;5116;0.95;
2025-04-08T12:55:23Z;range_open;SELL;;2025-04-08-msg5118;5118;0.9;3017
2025-04-08T13:01:41Z;range_close;;;2025-04-08-msg5118;5123;0.95;
2025-04-08T13:17:15Z;range_open;SELL;;2025-04-08-msg5125;5125;0.9;3020
2025-04-08T13:29:10Z;range_close;;;2025-04-08-msg5125;5142;0.95;
2025-04-08T16:08:21Z;range_open;BUY;;2025-04-08-msg5146;5146;0.9;2995
2025-04-08T16:13:19Z;range_close;;;2025-04-08-msg5146;5155;0.95;
2025-04-08T16:43:56Z;range_open;BUY;;2025-04-08-msg5157;5157;0.9;2986
2025-04-08T16:47:26Z;range_close;;;2025-04-08-msg5157;5163;0.95;
2025-04-09T07:06:44Z;range_open;SELL;;2025-04-09-msg5168;5168;0.9;3042
2025-04-09T07:18:16Z;range_close;;;2025-04-09-msg5168;5173;0.95;
2025-04-09T07:59:51Z;range_open;BUY;;2025-04-09-msg5175;5175;0.9;3039
2025-04-09T08:11:32Z;range_close;;;2025-04-09-msg5175;5184;0.95;
2025-04-09T08:17:23Z;range_open;SELL;;2025-04-09-msg5186;5186;0.9;3050
2025-04-09T08:23:29Z;range_close;;;2025-04-09-msg5186;5192;0.95;
2025-04-09T09:09:53Z;range_open;BUY;;2025-04-09-msg5194;5194;0.9;3039
2025-04-09T09:17:22Z;range_close;;;2025-04-09-msg5194;5199;0.95;
2025-04-09T10:15:29Z;range_open;BUY;;2025-04-09-msg5201;5201;0.9;3040
2025-04-09T10:26:49Z;range_close;;;2025-04-09-msg5201;5205;0.95;
2025-04-09T11:20:44Z;range_open;SELL;;2025-04-09-msg5207;5207;0.9;3061
2025-04-09T11:35:45Z;range_close;;;2025-04-09-msg5207;5216;0.95;
2025-04-09T11:38:59Z;range_open;SELL;;2025-04-09-msg5218;5218;0.9;3063
2025-04-09T11:51:05Z;range_close;;;2025-04-09-msg5218;5225;0.95;
2025-04-09T11:59:18Z;range_open;SELL;;2025-04-09-msg5227;5227;0.9;3065
2025-04-09T12:06:46Z;range_close;;;2025-04-09-msg5227;5230;0.95;
2025-04-09T12:21:15Z;range_open;BUY;;2025-04-09-msg5232;5232;0.9;3056
2025-04-09T13:06:42Z;range_close;;;2025-04-09-msg5232;5234;0.95;
2025-04-09T13:24:34Z;range_open;SELL;;2025-04-09-msg5236;5236;0.9;3060
2025-04-09T17:26:56Z;range_close;;;2025-04-09-msg5236;5240;0.95;
2025-04-10T07:56:26Z;range_open;SELL;;2025-04-10-msg5248;5248;0.9;3014
2025-04-10T08:01:32Z;range_close;;;2025-04-10-msg5248;5256;0.95;
2025-04-10T08:06:06Z;range_open;SELL;;2025-04-10-msg5258;5258;0.9;3115
2025-04-10T08:23:27Z;range_close;;;2025-04-10-msg5258;5266;0.95;
2025-04-10T09:11:08Z;range_open;BUY;;2025-04-10-msg5268;5268;0.9;3104
2025-04-10T09:29:43Z;range_close;;;2025-04-10-msg5268;5278;0.95;
2025-04-10T10:22:51Z;range_open;SELL;;2025-04-10-msg5280;5280;0.9;3120
2025-04-10T10:25:33Z;range_close;;;2025-04-10-msg5280;5287;0.95;
2025-04-10T10:26:55Z;range_open;SELL;;2025-04-10-msg5288;5288;0.9;3122
2025-04-10T10:37:26Z;range_close;;;2025-04-10-msg5288;5300;0.95;
2025-04-10T10:58:42Z;range_open;SELL;;2025-04-10-msg5302;5302;0.9;3120
2025-04-10T11:16:42Z;range_close;;;2025-04-10-msg5302;5312;0.95;
2025-04-10T12:30:33Z;range_open;SELL;;2025-04-10-msg5314;5314;0.9;3133
2025-04-10T12:32:27Z;range_close;;;2025-04-10-msg5314;5320;0.95;
2025-04-10T12:41:12Z;range_open;BUY;;2025-04-10-msg5322;5322;0.9;3118
2025-04-10T12:45:04Z;range_close;;;2025-04-10-msg5322;5328;0.95;
2025-04-10T12:47:40Z;range_open;SELL;;2025-04-10-msg5329;5329;0.9;3128
2025-04-10T12:56:28Z;range_close;;;2025-04-10-msg5329;5335;0.95;
2025-04-10T13:17:41Z;range_open;SELL;;2025-04-10-msg5337;5337;0.9;3129
2025-04-10T13:32:41Z;range_close;;;2025-04-10-msg5337;5343;0.95;
2025-04-10T13:41:24Z;range_open;BUY;;2025-04-10-msg5345;5345;0.9;3121
2025-04-10T13:46:33Z;range_close;;;2025-04-10-msg5345;5353;0.95;
2025-04-11T07:15:14Z;range_open;SELL;;2025-04-11-msg5367;5367;0.9;3212
2025-04-11T07:18:00Z;range_close;;;2025-04-11-msg5367;5374;0.95;
2025-04-11T08:08:25Z;range_open;SELL;;2025-04-11-msg5376;5376;0.9;3215
2025-04-11T08:28:49Z;range_close;;;2025-04-11-msg5376;5380;0.95;
2025-04-11T12:31:51Z;range_open;SELL;;2025-04-11-msg5383;5383;0.9;3228
2025-04-11T13:18:21Z;range_close;;;2025-04-11-msg5383;5394;0.95;
2025-04-14T07:59:16Z;range_open;BUY;;2025-04-14-msg5400;5400;0.9;3226
2025-04-14T08:31:03Z;range_close;;;2025-04-14-msg5400;5402;0.95;
2025-04-14T09:17:41Z;range_open;SELL;;2025-04-14-msg5404;5404;0.9;3231
2025-04-14T09:27:37Z;range_close;;;2025-04-14-msg5404;5418;0.95;
2025-04-14T09:56:15Z;range_open;BUY;;2025-04-14-msg5422;5422;0.9;3221
2025-04-14T10:08:23Z;range_close;;;2025-04-14-msg5422;5430;0.95;
2025-04-14T10:15:40Z;range_open;BUY;;2025-04-14-msg5432;5432;0.9;3219
2025-04-14T10:56:28Z;range_close;;;2025-04-14-msg5432;5436;0.95;
2025-04-14T12:19:35Z;range_open;SELL;;2025-04-14-msg5439;5439;0.9;3224
2025-04-14T12:24:04Z;range_close;;;2025-04-14-msg5439;5454;0.95;
2025-04-14T12:42:17Z;range_open;BUY;;2025-04-14-msg5457;5457;0.9;3205
2025-04-14T12:56:14Z;range_close;;;2025-04-14-msg5457;5468;0.95;
2025-04-14T13:10:16Z;range_open;BUY;;2025-04-14-msg5471;5471;0.9;3200
2025-04-14T13:17:16Z;range_close;;;2025-04-14-msg5471;5474;0.95;
2025-04-14T13:22:08Z;range_open;BUY;;2025-04-14-msg5476;5476;0.9;3197
2025-04-14T13:27:44Z;range_close;;;2025-04-14-msg5476;5491;0.95;
2025-04-14T13:35:09Z;range_open;BUY;;2025-04-14-msg5493;5493;0.9;3196
2025-04-14T13:39:57Z;range_close;;;2025-04-14-msg5493;5501;0.95;
2025-04-15T07:26:53Z;range_open;BUY;;2025-04-15-msg5512;5512;0.9;3220
2025-04-15T07:53:03Z;range_close;;;2025-04-15-msg5512;5521;0.95;
2025-04-15T08:09:58Z;range_open;SELL;;2025-04-15-msg5523;5523;0.9;3228
2025-04-15T09:38:04Z;range_close;;;2025-04-15-msg5523;5544;0.95;
2025-04-15T10:36:22Z;range_open;BUY;;2025-04-15-msg5546;5546;0.9;3222
2025-04-15T12:01:44Z;range_close;;;2025-04-15-msg5546;5560;0.95;
2025-04-15T12:13:48Z;range_open;SELL;;2025-04-15-msg5562;5562;0.9;3223
2025-04-15T12:22:27Z;range_close;;;2025-04-15-msg5562;5574;0.95;
2025-04-15T13:18:55Z;range_open;BUY;;2025-04-15-msg5576;5576;0.9;3222
2025-04-15T13:30:59Z;range_close;;;2025-04-15-msg5576;5578;0.95;
2025-04-15T13:46:57Z;range_open;BUY;;2025-04-15-msg5580;5580;0.9;3215
2025-04-15T13:51:17Z;range_close;;;2025-04-15-msg5580;5587;0.95;
2025-04-16T07:05:09Z;range_open;SELL;;2025-04-16-msg5595;5595;0.9;3295
2025-04-16T07:11:10Z;range_close;;;2025-04-16-msg5595;5602;0.95;
2025-04-16T07:12:46Z;range_open;SELL;;2025-04-16-msg5604;5604;0.9;3298
2025-04-16T07:18:45Z;range_close;;;2025-04-16-msg5604;5613;0.95;
2025-04-16T08:03:22Z;range_open;SELL;;2025-04-16-msg5615;5615;0.9;3305
2025-04-16T08:28:08Z;range_close;;;2025-04-16-msg5615;5619;0.95;
2025-04-16T08:54:04Z;range_open;SELL;;2025-04-16-msg5620;5620;0.9;3307
2025-04-16T09:09:05Z;range_close;;;2025-04-16-msg5620;5634;0.95;
2025-04-16T10:26:12Z;range_open;SELL;;2025-04-16-msg5636;5636;0.9;3304
2025-04-16T11:03:38Z;range_close;;;2025-04-16-msg5636;5645;0.95;
2025-04-16T11:49:28Z;range_open;SELL;;2025-04-16-msg5647;5647;0.9;3311
2025-04-16T11:56:21Z;range_close;;;2025-04-16-msg5647;5653;0.95;
2025-04-17T09:01:51Z;range_open;SELL;;2025-04-17-msg5660;5660;0.9;3324
2025-04-17T09:18:25Z;range_close;;;2025-04-17-msg5660;5665;0.95;
2025-04-17T10:32:07Z;range_open;SELL;;2025-04-17-msg5667;5667;0.9;3326
2025-04-17T11:25:10Z;range_close;;;2025-04-17-msg5667;5670;0.95;
2025-04-17T13:02:15Z;range_open;SELL;;2025-04-17-msg5672;5672;0.9;3330
2025-04-17T13:13:08Z;range_close;;;2025-04-17-msg5672;5679;0.95;
2025-04-17T13:42:31Z;range_open;SELL;;2025-04-17-msg5681;5681;0.9;3330
2025-04-17T13:48:46Z;range_close;;;2025-04-17-msg5681;5687;0.95;
2025-04-17T14:02:40Z;range_open;BUY;;2025-04-17-msg5689;5689;0.9;3306
2025-04-17T14:05:14Z;range_close;;;2025-04-17-msg5689;5693;0.95;
2025-04-21T07:01:31Z;range_open;SELL;;2025-04-21-msg5699;5699;0.9;3393
2025-04-21T07:45:34Z;range_close;;;2025-04-21-msg5699;5707;0.95;
2025-04-21T07:47:54Z;range_open;BUY;;2025-04-21-msg5710;5710;0.9;3387
2025-04-21T08:03:41Z;range_close;;;2025-04-21-msg5710;5712;0.95;
2025-04-21T08:11:34Z;range_open;BUY;;2025-04-21-msg5714;5714;0.9;3385
2025-04-21T08:28:11Z;range_close;;;2025-04-21-msg5714;5723;0.95;
2025-04-21T08:47:04Z;range_open;SELL;;2025-04-21-msg5725;5725;0.9;3392
2025-04-21T08:59:38Z;range_close;;;2025-04-21-msg5725;5728;0.95;
2025-04-21T11:14:26Z;range_open;BUY;;2025-04-21-msg5731;5731;0.9;3386
2025-04-21T11:32:02Z;range_close;;;2025-04-21-msg5731;5752;0.95;
2025-04-21T11:38:19Z;range_open;SELL;;2025-04-21-msg5754;5754;0.9;3399
2025-04-21T11:42:38Z;range_close;;;2025-04-21-msg5754;5760;0.95;
2025-04-21T11:44:55Z;range_open;SELL;;2025-04-21-msg5762;5762;0.9;3403
2025-04-21T12:27:05Z;range_close;;;2025-04-21-msg5762;5778;0.95;
2025-04-21T13:05:35Z;range_open;SELL;;2025-04-21-msg5780;5780;0.9;3420
2025-04-21T13:14:59Z;range_close;;;2025-04-21-msg5780;5784;0.95;
2025-04-21T14:04:02Z;range_open;SELL;;2025-04-21-msg5785;5785;0.9;3423
2025-04-21T14:08:03Z;range_close;;;2025-04-21-msg5785;5788;0.95;
2025-04-22T07:56:16Z;range_open;SELL;;2025-04-22-msg5795;5795;0.9;3469
2025-04-22T08:11:25Z;range_close;;;2025-04-22-msg5795;5801;0.95;
2025-04-22T08:14:43Z;range_open;SELL;;2025-04-22-msg5803;5803;0.9;3469
2025-04-22T08:25:34Z;range_close;;;2025-04-22-msg5803;5810;0.95;
2025-04-22T08:47:28Z;range_open;BUY;;2025-04-22-msg5812;5812;0.9;3450
2025-04-22T08:50:52Z;range_close;;;2025-04-22-msg5812;5817;0.95;
2025-04-22T08:57:20Z;range_open;BUY;;2025-04-22-msg5818;5818;0.9;3445
2025-04-22T09:03:02Z;range_close;;;2025-04-22-msg5818;5827;0.95;
2025-04-22T09:31:39Z;range_open;BUY;;2025-04-22-msg5829;5829;0.9;3455
2025-04-22T09:57:02Z;range_close;;;2025-04-22-msg5829;5834;0.95;
2025-04-22T10:10:49Z;range_open;SELL;;2025-04-22-msg5836;5836;0.9;3464
2025-04-22T10:21:59Z;range_close;;;2025-04-22-msg5836;5849;0.95;
2025-04-22T12:23:50Z;range_open;BUY;;2025-04-22-msg5851;5851;0.9;3455
2025-04-22T12:45:38Z;range_close;;;2025-04-22-msg5851;5856;0.95;
2025-04-22T12:47:35Z;range_open;BUY;;2025-04-22-msg5857;5857;0.9;3436
2025-04-22T13:07:29Z;range_close;;;2025-04-22-msg5857;5863;0.95;
